start,end,Fecha,Sede,Genero,Edad,Notas,tecnica_grupo,Tecnica,Descripción,Tecnica_lengua,Lengua,Lengua_nota,Estado,Municipio,Localidad,Manufactura,Mano,Pedal,Telar,Mixta,Otra,Tejido,Telar_pedal,Manufactura_especifique,Tenido,Tipo_tenido,Plantas,Minerales,Animales,Otro,Tenido_especifique,Temporalidad,Historia,Materiales,Aprendizaje,Madre,Abuela,Tia,Hermana,Cunada,Instructora,Aprendi_otro,Padre,Aprendizaje_especifique,Ensenanza,No_ensenado,Hijas,Nietos,Sobrinos,Pareja,Estudiantes,Enseno_otra,Hijos,Ensenar_especifique,pr1,pr8,pr2,pr4,pr10,pr9,pr3,pr5,pr7,pr6,c6,cm7,c3,cm3,c7,cm5,c4,cm4,c1,cm1,c2,cm2,c8,cm8,c5,cm6,Significado,S1,S2,S3,S4,S5,pic,video,index,concat_id,_index
15/10/2025,15/10/2025,15/10/2025,Mérida,mujer,36,Pasar en el stand por las fotos,Bordado a mano,Macrame,,,,Náhuatl,Puebla,Cuetzalan del Progreso,Cuetzalan del progreso,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,"Se utilizaba para eventos especiales como bodas se creía que anteriormente cuando se casan el hombre debe buscar la materia prima que es la flor de algodón se la debe llevar a quien será su futura esposa y ella es la encargada de hilar el algodón, tejer y armarrar para que el día de la boda le entregué la pieza y la utilize el que sería su futuro esposo y por te el día de la ceremonia religiosa",Algodón hilado,madre abuela,1,1,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,Faja tradicional xochipayo,,,,,,,,,,Bodas bautizo,,,,,,,,,,,,,,,,Sí,Se representa la víbora la mazacuata,Montañas,Pesma árbol tradicional de la región,Estrella,Corrales,,,174,174-Mérida,172
15/10/2025,15/10/2025,15/10/2025,Mérida,mujer,67,,Telar de cintura,Pete,,,Tsotsil,,Chiapas,Venustiano Carranza,,otra,0,0,1,0,0,0,0,,No,otro,0,0,0,1,El hilo es comprado con los colores,es_una_t_cnica_antigua,Trabajo ancestral familiar. Realizamos prendas tradicionales que utilizamos en las fiestas patronales,Hilos de algodón,madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos si__a_otra_persona,0,1,0,0,0,0,1,0,Impartía talleres,Blusas,Camisas,,,,,,,,,Festividades patronales,Blusa y camisa,,,,,,,,,,,,,,,Sí,"Camisas de hombre: matas, gusanos, maíz y perritos",Mujeres: estrellas y flores aves y rombos,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Feafdbe35-5d04-4868-99ac-f0a9773d431f%2F1000222977-16_14_24.jpg,,175,175-Mérida,173
15/10/2025,15/10/2025,15/10/2025,Mérida,hombre,21,,Bordado a mano,Bordado raramuri,,Suumi,Tarahumara,,Chihuahua,Bocoyna,,es_una_t_cnica_mixta,0,0,0,1,0,0,0,,No,otro,0,0,0,1,,es_una_t_cnica_antigua,"Las grecas son las montañas, las líneas son el camino de la vida","Tela, hilos, agujas, paciencia y mucho tiempo",abuela,0,1,0,0,0,0,0,0,,no_la_he_ense_ado,1,0,0,0,0,0,0,0,,Faldas,Vestidos,Blusas,Tortilleros,Tomacalientes,Traje de hombre y mujer,Mandiles,Playeras,Bolsas,Camisas,Rituales,De diario,Vestimenta de diario,En todos los eventos,,,,,,,Se usan en fiestas de semana santa junio y diciembre,También el día de muertos,,,,,Sí,"Representan el estilo de vida en la sierra, los picos en las prendas son las montañas",Las líneas representas la vida,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fa7cb16ec-31dd-4f3c-b611-4a0f0604df50%2FIMG_3882-14_17_33.jpeg,,176,176-Mérida,174
15/10/2025,15/10/2025,15/10/2025,Mérida,mujer,35,,Tejido a mano,Urdido,,"Hu,ac,bi kaan.",Maya Yucateco,,Yucatán,Chumayel,,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,Es un trabajo artesanal realizado a mano para el descanso para nuestras familias de los mayas,El hilo de nailon y el algodón,madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos s__a_mis_sobrinas_o_sobrinos s__a_una_pareja s__a_estudiantes,0,1,0,1,1,1,0,0,,Hamacas del brazos normales y tipo red,Silla mesedoras con hamaca,Banquillo con respaldo y sin respaldo con hamaca,Sogas de hamaca,Polceras,Collares de hamaca,Columpio,Tapete,,,Cumpleaños,,Bodas,,Bautizo,,Hotel,,,,,,,,,,Sí,Urdido de agua de los mayas,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F754d8bcb-ea47-41ca-b797-75489b6789f9%2FIMG_20241122_151237-16_19_29.jpg,,177,177-Mérida,175
15/10/2025,15/10/2025,15/10/2025,Mérida,mujer,38,artesaniasbrisa0906@gmail.com,Bordado a mano,Bordado de chaquira,,L’iea’  na coti niquio’ tāā’,Amuzgo,,Guerrero,Ometepec,San José Ejido,se_realiza_a_mano,1,0,0,0,0,0,0,,No,otro,0,0,0,1,,es_una_t_cnica_antigua,"El bordado con chaquira en San José Ejido, municipio de Ometepec Guerrero, tiene su origen en las fiestas tradicionales dedicadas al Santo Patrón Santiago Apóstol, celebradas desde 1930. En esa época, las mujeres que participaban en la cabalgata vestían blusas de cajón de lomillo.  La señora Sinforosa Gil Rojas, originaria de Ometepec, fue quien tuvo la idea de sustituir esas blusas por unas bordadas con chaquira, una técnica que aprendió durante su estancia en Puebla, donde conoció esta forma de bordado artesanal. Las primeras blusas de chaquira las confeccionó para Julita López y Chavelita Guillén, quienes las lucieron en la fiesta patronal de Santiago Apóstol.  En 1957, doña Sinforosa enseñó el bordado con chaquira a Herminia Vidal Torralba, Epifania Rivera Ramírez y Carmen Zurita Salinas, artesanas de San José Ejido, municipio de Ometepec. A partir de ahí, esta comunidad se convirtió en la cuna del bordado de chaquira, donde muchas mujeres continuaron la tradición.  Actualmente, este arte representa un símbolo de identidad de la mujer costeña y forma parte de “la ruta del huipil y la chaquira”, que abarca los municipios de Ometepec, Tlacoachistlahuaca y Xochistlahuaca, en la Costa Chica de Guerrero.","Chaquira (en diferentes colores), hilos, agujas, cuadrillé (tela para bordar la chaquira), telas para confeccionar las prendas…",madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,También he tenido la oportunidad de enseñarles a otras personas cuando hubo posibilidad de dar un curso al cual me invitaron.,BLUSA TÍPICA DE “CAJÓN”,BLUSA TÍPICA DE “LETILLA”,BLUSA TÍPICA DE CUELLO EN “V” CON MANGA,BLUSA TÍPICA DE 2 PETOS CUELLO “V”,HUIPIL CON CUELLO DE “CAJÓN”,VESTIDO CON CUELLO TÍPICO EN “V”,BLUSA TÍPICA “CAMPESINA”,,,,Fiesta patronal del Señor Santiago Apóstol en Ometepec Guerrero,,Fiesta de San Nicolás de Tolentino (con la danza del toro de petate),,Fiesta de la Virgen del Rosario (Danza del tigre),,Días previos a la Virgen de Guadalupe,,Día de muertos,,Expo feria de Ometepec Guerrero,,,,,,Sí,"Identidad cultural: La blusa de chaquira es un símbolo de la identidad costeña y amuzga, que refleja el orgullo de las mujeres artesanas por sus raíces, su historia y su comunidad.","Tradición artesanal: El bordado con chaquira es una herencia transmitida de generación en generación, iniciada por mujeres como doña Sinforosa Gil. Representa la continuidad del saber artesanal.","Elemento festivo y religioso: Estas blusas se usan en las fiestas patronales y danzas tradicionales (como las de Santiago Apóstol o la Virgen del Rosario), por lo que simbolizan devoción, alegría y celebración comunitaria.","Belleza y creatividad femenina: Cada blusa lleva miles de chaquiras bordadas a mano, por lo que también representa la paciencia, dedicación y talento artístico de las mujeres de la Costa Chica.","Fuente de sustento y resistencia: El bordado con chaquira no solo es arte, sino también una forma de vida. Genera ingresos para miles de familias y simboliza la fortaleza y el valor del trabajo artesanal femenino frente a las dificultades económicas de la región.",https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fc7d45596-b383-47aa-97e9-307ec33e143d%2FIMG_0465_Original-17_46_58.jpeg,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fc7d45596-b383-47aa-97e9-307ec33e143d%2F0fb7aaec-305f-42e5-a8d7-9e2790b8a964-17_47_53.mov,178,178-Mérida,176
15/10/2025,15/10/2025,15/10/2025,Mérida,mujer,23,,Telar de cintura,Otras,,,,,Oaxaca,San Juan Yaeé,,otra,0,0,1,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,En ella se plasma flora y fauna de la comunidad,Estambres y el telar de cintura con el juego de madera,madre,1,0,0,0,0,0,0,0,,no_la_he_ense_ado,1,0,0,0,0,0,0,0,,Huipiles,Rebozos,Servilletas,,,,,,,,Para portar el traje típico,,,,,,,,,,,,,,,,Sí,Representan la flora y fauna,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F190db89b-040a-47c9-9ffa-ecf2c543abe0%2FIMG_8053-15_46_57.jpeg,,179,179-Mérida,177
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,26,,Telar de cintura,Brocado,,Ääpj kapy,Mixe,,Oaxaca,San Juan Cotzocón,,otra,0,0,1,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,"Simboliza flora y fauna, los rombos representan los 4 puntos cardinales","Hilo calibre 16-2, hilo vela, maderas (carrizo), mecapal (cintura) y cuerda, ahora se usa la aguja",madre abuela t_a,1,1,1,0,0,0,0,0,,no_la_he_ense_ado,1,0,0,0,0,0,0,0,No pueden enseñar a personas de otra comunidad,Huipiles cortos y largos,Punta Rebozos,Ruanas,,,,,,,,Bodas,Huipil,Escuelas,Uniforme escolar,Orquesta filarmonica,Huipil,Fiesta patronal,Huipil,,,,,,,,,Sí,Conservar saberes de nuestros ancestrol,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F84cdebcf-3dce-47ff-8321-ac0de6fef0c6%2F1000119796-12_17_24.jpg,,180,180-Mérida,178
15/10/2025,16/10/2025,15/10/2025,Mérida,mujer,30,,Bordado a mano,Rococó,,,Tsotsil,,Chiapas,San Cristóbal de las Casas,,se_realiza_a_mano otra es_una_t_cnica_mixta,1,0,1,1,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,,,madre abuela,1,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,Blusas,Decorativos,Bolsos y carteras,Pulseras,Aretes,,,,,,Blusa tradicional para fiestas especiales,,,,,,,,,,,,,,,,No,,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fda9d61b1-d7d6-44f5-ada0-545cc608a0ed%2F1000426193-12_17_18.jpg,,181,181-Mérida,179
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,53,,Bordado a mano,Hilván,,Papani,Náhuatl,,Puebla,Pahuatlán,Atla,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,"Los antepasados comenzaron a realizar figuras y símbolos relacionados con la cosmovisión, la casa, la naturaleza, los animales, plantas.","Manta, lino",madre abuela,1,1,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos s__a_mis_nietas_o_nietos s__a_mis_sobrinas_o_sobrinos,0,1,1,1,0,0,0,0,,Blusas,Huipiles,Rebosos,,,,,,,,Reboso,Fiestas patronales,Servilletas,Fiestas patronales,,,,,,,,,,,,,Sí,Las fiestas rituales,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F02bd0152-4cad-4fad-a084-b3b81b29076b%2F1000426203-12_26_48.jpg,,182,182-Mérida,180
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,54,,Bordado a mano,Bordado Mazahua,,,Mazahua,,México,Villa de Allende,San Felipe Santiago,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,No sabe,"Lana de borrego, algodón, manta, estambron",madre,1,0,0,0,0,0,0,0,Maestra de Japón,no_la_he_ense_ado,1,0,0,0,0,0,0,0,,Camisas,Blusa,Vestido,Rebozos,,,,,,,Fiestas patronales,Ahora lo hacen (capas),,,,,,,,,,,,,,,Sí,Se le relaciona al venado y el conejo (el símbolo Mazahua),,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F308ab948-4526-4b86-8987-040b7fbbdc9d%2F1000119879-12_27_34.jpg,,183,183-Mérida,181
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,50,,Telar de cintura,Brocado,,Patacua,Purépecha,,Michoacán de Ocampo,Paracho,,otra,0,0,1,0,0,0,0,,No,,0,0,0,0,Ya compran hilo pintado,es_una_t_cnica_antigua,"Es de origen prehispánico, es la gasa más fina qie se teje, son productos de gala",Hilo de algodón del calibre más delgado,t_a,0,0,1,0,0,0,0,0,,no_la_he_ense_ado,1,0,0,0,0,0,0,0,,Rebozo,Blusas,Vestidos,,,,,,,,Fiesta Patronal San jerónimo,Cargan a la virgen usando vestimenta blanca con rebozo,,,,,,,,,,,,,,,Sí,"Es algo propio de la comunidad, es la única que teje de esa manera",,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ff4b01567-dd6d-45c2-8a61-ccec6f86b5aa%2F1000119881-12_50_32.jpg,,184,184-Mérida,183
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,41,,Telar de cintura,Brocado,,Jolobim,Tsotsil,,Chiapas,Larráinzar,"Chichelalho, San Andres",otra,0,0,1,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,,,"Lana, telar, algodón",madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,Blusa,Cosmetiqueras,Monederos,,,,,,,,Fiestas patronales,Blusa antigua,,,,,,,,,,,,,,,Sí,Mujeres con cargo usan brocado,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F1103e6ce-84e8-4036-9f9c-c1d7783f7e3b%2F1000119882-12_59_11.jpg,,185,185-Mérida,184
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,49,,Telar de cintura,Brocado,,,,,Michoacán de Ocampo,Paracho,Aranza,otra,0,0,1,0,0,0,0,,Sí,te_ido_con_con_insectos_y_animales__ejem,0,0,1,0,,es_una_t_cnica_antigua,,"Algodón, lana de borrego",madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos s__a_mis_sobrinas_o_sobrinos,0,1,0,1,0,0,0,0,Hermanas,Rebozos,Blusas,Gabanes,,,,,,,,Procesión Fiesta Patronal de San Jerónimo,Rebozo blanco,,,,,,,,,,,,,,,No,,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fb87397db-4f93-4ef5-8dce-de943c799de8%2F1000119895-13_4_33.jpg,,186,186-Mérida,185
12/11/2025,12/11/2025,12/11/2025,Tijuana,hombre,33,,Bordado a mano,Hilván,,"Indó senguí, indo chonguí",Mazateco,,Oaxaca,Huautla de Jiménez,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_nueva,,"Hilo, telas cuadriculadas, muestras, tijeras",de_una_maestra_o_instructora,0,0,0,0,0,1,0,0,,si__a_otra_persona,0,0,0,0,0,0,1,0,Hermana,Batas,Blusas,Camisas,Servilletas,Caminos de mesa,Manteles,Huipiles,,,,Huipiles,"Ceremonias cívicas, fiestas de mayordomía, bodas, bautizos",,,,,,,,,,,,,,,No,,,,,,,,046,046-Tijuana,41
12/11/2025,12/11/2025,12/11/2025,Tijuana,mujer,28,,Bordado a mano,Filigrana,,,,,Aguascalientes,Calvillo,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_nueva,,Lino de algodón e hilo de álgodon,madre abuela otra,1,1,0,0,0,0,1,0,Bisabuela,s__a_estudiantes,0,0,0,0,0,1,0,0,,Conjunto deshilado,Huipil,Guayabera,Mantel,Vestido bautizo,,,,,,Bautizos,,Ceremonia religiosa,,Bautizo,,Mantelería y deciracion,,Bautizo y para vestir al niño Jesús,,,,,,,,Sí,Conjunto de flores que se dan en el municipio,"Flores, calados y punta de mano elegante que representa la diversidad tradicional del municipio",,,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604515425/attachments/attS2ng7eZ9pKfXDFTbF2Rfk/,,030,030-Tijuana,28
16/10/2025,16/10/2025,15/10/2025,Mérida,hombre,44,,Bordado a mano,Punto de Cruz,,Majao ta ni krao,Chinanteco,,Oaxaca,San Felipe Usila,,se_realiza_a_mano es_una_t_cnica_mixta,1,0,0,1,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,,"Relación con la naturaleza  cosmovisión chinanteca, vida, muerte, el jaguar",madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos s__a_estudiantes,0,1,0,0,0,1,0,0,"Talleres a niños, personas jubiladas",Blusas,Huipiles,Manteles,Bolsas,,,,,,,Día de la lengua materna,,Huipiles Natividad de la Virgen María,,"Todos santos, huipiles de gala, de fiesta y el de diario.",,,,,,,,,,,,Sí,Cosmovisión chinanteca de la flor quebrada,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F94bd2870-d646-4952-a4e1-1b6699d11d0f%2F1000426235-13_4_28.jpg,,187,187-Mérida,186
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,36,,Telar de cintura,Gasa fina y técnica de gasa,,Tajkit,Náhuatl,,Puebla,Cuetzalan del Progreso,,otra,0,0,1,0,0,0,0,,No,,0,0,0,0,Están aprendiendo a teñir,es_una_t_cnica_antigua,"Consiste en 3 o 4 tiempos, de dependiendo de la varita (peine) da distintos tejidos",Algodón,madre abuela,1,1,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,Huipiles,Rebozos,Blusas,,,,,,,,Fiestas patronales,"Se decora con bordado, huipiles. Tencohuipil significa tejida en curva qué representa el árbol de la vida, por eso va en punta hacia los genitales",,,,,,,,,,,,,,,Sí,"Bordado curvo hacia geniales femeninos para representar el nacimiento, representa el centro, el suelo y las raíces del arbol",,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fb99abe3e-188a-40f1-99f8-182ef40fe36a%2F1000119899-13_15_34.jpg,,188,188-Mérida,187
16/10/2025,16/10/2025,15/10/2025,Mérida,hombre,43,,Telar de pedal,Telar de pedal,,,Zapoteco,,Oaxaca,San Dionisio Ocotepec,San Baltazar Guelavilla,se_realiza_a_mano otra es_una_t_cnica_mixta,1,0,1,1,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,,Algodón,madre,1,0,0,0,0,0,0,0,,s__a_mis_sobrinas_o_sobrinos,0,0,0,1,0,0,0,0,,Blusa,Huipil,Reboso,Gabán,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fa4d2baf1-f134-400f-84b5-b9a9bbd80e19%2F1000426236-13_20_23.jpg,,189,189-Mérida,188
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,,,Telar de cintura,Tejido cerrado,,Tafeta,Náhuatl,,Puebla,Cuetzalan del Progreso,,otra,0,0,1,0,0,0,0,,No,,0,0,0,0,Usan hilos naturales de algodón café y blanco,es_una_t_cnica_antigua,Ichcat (algodón blanco) y coyuchi (algodón café),Algodón,madre abuela,1,1,0,0,0,0,0,0,,no_la_he_ense_ado,1,0,0,0,0,0,0,0,"Lo está enseñando, pero es complicado",Huipiles amtiguo,Cotón,Faja (xochipayo),Pajtel,Mamal en tono natural,,,,,,Boda,"El hombre cultiva el algodón y la mujer lo teje, borda y le entrega la faja terminada",,,,,,,,,,,,,,,Sí,Se utilizaba principalmente para cubrirse del frio,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F3fb376f7-5809-4636-b268-41af7b43bc16%2F1000119900-13_23_12.jpg,,190,190-Mérida,189
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,43,,Telar de cintura,Gasa fina y técnica de gasa,,Iats iaa ' (nsale),Amuzgo,,Guerrero,Xochistlahuaca,,otra,0,0,1,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,,"Gasa, hilo de algodón natural",madre,1,0,0,0,0,0,0,0,,s__a_mis_sobrinas_o_sobrinos s__a_estudiantes si__a_otra_persona,0,0,0,1,0,1,1,0,Talleres a los estados,Huipil,Blusa,,,,,,,,,Fiestas patronales en septiembre,Huipiles especiales de fiesta,,,,,,,,,,,,,,,Sí,Huella de perro,Guía de planta,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F95b3d564-ec30-43fb-95e9-f739c6f0164b%2F1000426251-13_39_11.jpg,,191,191-Mérida,191
16/10/2025,16/10/2025,15/10/2025,Mérida,hombre,59,,Telar de cintura,Afelpado,,,,,Oaxaca,Teotitlán del Valle,Teotitlán del Valle,otra es_una_t_cnica_mixta,0,0,1,1,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_ te_ido_con_con_insectos_y_animales__ejem,1,0,1,0,,es_una_t_cnica_nueva,Es una innovación,"Lana, algodón, ixtle, lino, seda",de_una_maestra_o_instructora,0,0,0,0,0,1,0,0,Francisco Toledo,no_la_he_ense_ado,1,0,0,0,0,0,0,0,,Mural,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F98cf79e9-2a74-4798-9371-e2d4e4d1c681%2F1000119918-13_41_31.jpg,,192,192-Mérida,192
12/11/2025,12/11/2025,12/11/2025,Tijuana,hombre,30,,Bordado a mano,Punto de Cruz,,Xokbichuy,Maya Yucateco,,Yucatán,Abalá,Abalá,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,,,madre t_a,1,0,1,0,0,0,0,0,,s__a_mis_hijas_o_hijos s__a_una_pareja,0,1,0,0,1,0,0,0,,Hipiles,Guayaberas,,,,,,,,,Bodas,Vestidos,,,,,,,,,,,,,,,Sí,Se le vincula a la naturaleza,,,,,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604510511/attachments/attB4kSEtEYrsCXvLPoEcKKA/,,005,005-Tijuana,5
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,48,,Bordado a máquina,Bordado Nahua,,Bordado Náhuatl,Náhuatl,,Tlaxcala,San Pablo del Monte,San Isidro Buen Suceso,se_realiza_a_m_quina_de_pedal,0,1,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,Historias religiosas,"Lino, manta, seda, Shantu, hilo seda",madre,1,0,0,0,0,0,0,0,,si__a_otra_persona,0,0,0,0,0,0,1,0,,Blusa cuello cuadrado ceremonial,Blusa cuello redondo para ropa de trabajo,,,,,,,,,Procesiones,,Fiesta de San Isidro Patrono de los campesinos y labrieros,,,,,,,,,,,,,,Sí,Vegetación y fauna (entorno natural de la comunidad),,,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F37cc7dd0-2651-4759-bab8-348deae7f4f2%2F1000426252-13_49_44.jpg,,193,193-Mérida,193
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,33,,Bordado a máquina,Xaam nïxuy,,Xaam nïxuy,Mixe,,Oaxaca,Santa María Tlahuitoltepec,,se_realiza_a_m_quina_de_pedal,0,1,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,,,madre hermana,1,0,0,1,0,0,0,0,,s__a_mis_sobrinas_o_sobrinos,0,0,0,1,0,0,0,0,,Blusas,Libretas,Aretes,Bolsas,Monederos,Balerinas,Libretas,Vestidos,Camisas,,Traje con blusa y enagua para bodas,,"Fiestas patronales mayo, agosto y diciembre.",,Cambio de autoridades comunitarias a inicios de año.,En el cambio de autoridades comunitarias.,,,,,,,,,,,Sí,Bordado de maguey por el Tepache y el mezcal,Montañas que rodean Tlahutitoltepec,Zigzag son veredas,,,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F6d96b680-dadd-4583-bd56-14144c02cb20%2F1000426330-16_39_55.jpg,,194,194-Mérida,194
16/10/2025,16/10/2025,15/10/2025,Mérida,mujer,50,Bordado Mazahua,Bordado a mano,Punto de Cruz,,,Mazahua,,México,Villa de Allende,San Felipe Santiago,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,En la técnica pasamos la cosmovisión de nuestro entorno como aves foloresetc.,Hilo aguja y lana,madre,1,0,0,0,0,0,0,0,,si__a_otra_persona,0,0,0,0,0,0,1,0,,En la enagua que Esparte de nuestro atuendo,En chalecos,En rebozos,En servilletas que se utilizan en las festividades patronales,En caminos de mesa,En cuadros de colección,En Mrrales,En bisutería,Camisas,Capas,Mayordomía,En bautizo,En bodas,,En eventos políticos,,En 15 años,,,,,,,,,,Sí,Cuatro puntos cardinales,El cielo y la tierra,El universo,El bien y el mal,Árbol de la vida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ffe143fb3-a8c8-496e-a771-9902d76d894a%2F1000004603-16_43_1.jpg,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ffe143fb3-a8c8-496e-a771-9902d76d894a%2F1000004159-16_43_24.mp4,195,195-Mérida,195
