archivo_descargado,ruta_archivo,id,url,Sede,Genero,tecnica_grupo,Tecnica,Estado,Municipio,status,error_msg
159-Mérida-Punto_de_Cruz.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/159-Mérida-Punto_de_Cruz.jpeg,159-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Faa6684da-8626-4c48-b363-3106508456f4%2FIMG_1426-15_47_52.jpeg,Mérida,mujer,Bordado a mano,Punto de Cruz,Michoacán de Ocampo,Nahuatzen,ok,NA
160-Mérida-Brocado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/160-Mérida-Brocado.jpg,160-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F0f485622-5dcf-4689-9870-5b1c35909f5d%2F17605652528412445184403767970233-15_54_25.jpg,Mérida,mujer,Telar de cintura,Brocado,Chiapas,Zinacantán,ok,NA
163-Mérida-Cadeneta_o_cadenilla.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/163-Mérida-Cadeneta_o_cadenilla.jpg,163-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F32277a2a-e71e-45c4-a915-fe68eb0d8423%2FIMG-20251015-WA0018-15_56_52.jpg,Mérida,mujer,Bordado a máquina,Cadeneta o cadenilla,Oaxaca,San Juan Guichicovi,ok,NA
164-Mérida-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/164-Mérida-Telar_de_cintura.jpg,164-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fb0f1ae2c-1ee5-4ea6-8f2a-24d12a9b9fa9%2F1000431015-15_58_21.jpg,Mérida,mujer,Telar de cintura,Telar de cintura,Guerrero,Xochistlahuaca,ok,NA
167-Mérida-Rayado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/167-Mérida-Rayado.jpg,167-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F5247b40c-8dbc-445e-9ab9-0a9ea738639c%2F1000209970-16_0_3.jpg,Mérida,mujer,Bordado a máquina,Rayado,Yucatán,Teabo,ok,NA
168-Mérida-Brocado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/168-Mérida-Brocado.jpg,168-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F4fcd6db7-a70f-4656-90c6-7695df108c7f%2F1000061443-16_2_7.jpg,Mérida,mujer,Telar de cintura,Brocado,Chiapas,Larráinzar,ok,NA
169-Mérida-Brocado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/169-Mérida-Brocado.jpg,169-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F067d6c47-b4ce-4219-9b68-d28e0c639a9c%2FScreenshot_20250926_115120_com.android.gallery3d-16_1_32.jpg,Mérida,mujer,Telar de cintura,Brocado,Chiapas,Larráinzar,ok,NA
170-Mérida-Urdido.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/170-Mérida-Urdido.jpg,170-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fef0bd022-a0d7-4a2b-821a-7fa83aeb1859%2FIMG_20251002_164725-15_58_15.jpg,Mérida,mujer,Tejido a mano,Urdido,Yucatán,Chumayel,ok,NA
171-Mérida-Brocado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/171-Mérida-Brocado.jpg,171-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F62701a05-289b-4027-9ff7-b32c11bae6e9%2F1000016713-16_4_32.jpg,Mérida,mujer,Telar de cintura,Brocado,Oaxaca,San Juan Bautista Tlacoatzintepec,ok,NA
173-Mérida-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/173-Mérida-Telar_de_cintura.jpg,173-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F64ef49a7-1055-4746-89aa-a67a1c76774f%2F1000017426-16_8_1.jpg,Mérida,mujer,Telar de cintura,Telar de cintura,Oaxaca,San Juan Colorado,ok,NA
175-Mérida-Pete.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/175-Mérida-Pete.jpg,175-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Feafdbe35-5d04-4868-99ac-f0a9773d431f%2F1000222977-16_14_24.jpg,Mérida,mujer,Telar de cintura,Pete,Chiapas,Venustiano Carranza,ok,NA
176-Mérida-Bordado_raramuri.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/176-Mérida-Bordado_raramuri.jpeg,176-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fa7cb16ec-31dd-4f3c-b611-4a0f0604df50%2FIMG_3882-14_17_33.jpeg,Mérida,hombre,Bordado a mano,Bordado raramuri,Chihuahua,Bocoyna,ok,NA
177-Mérida-Urdido.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/177-Mérida-Urdido.jpg,177-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F754d8bcb-ea47-41ca-b797-75489b6789f9%2FIMG_20241122_151237-16_19_29.jpg,Mérida,mujer,Tejido a mano,Urdido,Yucatán,Chumayel,ok,NA
178-Mérida-Bordado_de_chaquira.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/178-Mérida-Bordado_de_chaquira.jpeg,178-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fc7d45596-b383-47aa-97e9-307ec33e143d%2FIMG_0465_Original-17_46_58.jpeg,Mérida,mujer,Bordado a mano,Bordado de chaquira,Guerrero,Ometepec,ok,NA
179-Mérida-Otras.jpeg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/179-Mérida-Otras.jpeg,179-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F190db89b-040a-47c9-9ffa-ecf2c543abe0%2FIMG_8053-15_46_57.jpeg,Mérida,mujer,Telar de cintura,Otras,Oaxaca,San Juan Yaeé,ok,NA
180-Mérida-Brocado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/180-Mérida-Brocado.jpg,180-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F84cdebcf-3dce-47ff-8321-ac0de6fef0c6%2F1000119796-12_17_24.jpg,Mérida,mujer,Telar de cintura,Brocado,Oaxaca,San Juan Cotzocón,ok,NA
181-Mérida-Rococó.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/181-Mérida-Rococó.jpg,181-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fda9d61b1-d7d6-44f5-ada0-545cc608a0ed%2F1000426193-12_17_18.jpg,Mérida,mujer,Bordado a mano,Rococó,Chiapas,San Cristóbal de las Casas,ok,NA
182-Mérida-Hilván.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/182-Mérida-Hilván.jpg,182-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F02bd0152-4cad-4fad-a084-b3b81b29076b%2F1000426203-12_26_48.jpg,Mérida,mujer,Bordado a mano,Hilván,Puebla,Pahuatlán,ok,NA
183-Mérida-Bordado_Mazahua.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/183-Mérida-Bordado_Mazahua.jpg,183-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F308ab948-4526-4b86-8987-040b7fbbdc9d%2F1000119879-12_27_34.jpg,Mérida,mujer,Bordado a mano,Bordado Mazahua,México,Villa de Allende,ok,NA
184-Mérida-Brocado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/184-Mérida-Brocado.jpg,184-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ff4b01567-dd6d-45c2-8a61-ccec6f86b5aa%2F1000119881-12_50_32.jpg,Mérida,mujer,Telar de cintura,Brocado,Michoacán de Ocampo,Paracho,ok,NA
185-Mérida-Brocado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/185-Mérida-Brocado.jpg,185-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F1103e6ce-84e8-4036-9f9c-c1d7783f7e3b%2F1000119882-12_59_11.jpg,Mérida,mujer,Telar de cintura,Brocado,Chiapas,Larráinzar,ok,NA
186-Mérida-Brocado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/186-Mérida-Brocado.jpg,186-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fb87397db-4f93-4ef5-8dce-de943c799de8%2F1000119895-13_4_33.jpg,Mérida,mujer,Telar de cintura,Brocado,Michoacán de Ocampo,Paracho,ok,NA
030-Tijuana-Filigrana.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/030-Tijuana-Filigrana.jpg,030-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604515425/attachments/attS2ng7eZ9pKfXDFTbF2Rfk/,Tijuana,mujer,Bordado a mano,Filigrana,Aguascalientes,Calvillo,ok,NA
187-Mérida-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/187-Mérida-Punto_de_Cruz.jpg,187-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F94bd2870-d646-4952-a4e1-1b6699d11d0f%2F1000426235-13_4_28.jpg,Mérida,hombre,Bordado a mano,Punto de Cruz,Oaxaca,San Felipe Usila,ok,NA
188-Mérida-Gasa_fina_y_técnica_de_gasa.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/188-Mérida-Gasa_fina_y_técnica_de_gasa.jpg,188-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fb99abe3e-188a-40f1-99f8-182ef40fe36a%2F1000119899-13_15_34.jpg,Mérida,mujer,Telar de cintura,Gasa fina y técnica de gasa,Puebla,Cuetzalan del Progreso,ok,NA
189-Mérida-Telar_de_pedal.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/189-Mérida-Telar_de_pedal.jpg,189-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fa4d2baf1-f134-400f-84b5-b9a9bbd80e19%2F1000426236-13_20_23.jpg,Mérida,hombre,Telar de pedal,Telar de pedal,Oaxaca,San Dionisio Ocotepec,ok,NA
190-Mérida-Tejido_cerrado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/190-Mérida-Tejido_cerrado.jpg,190-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F3fb376f7-5809-4636-b268-41af7b43bc16%2F1000119900-13_23_12.jpg,Mérida,mujer,Telar de cintura,Tejido cerrado,Puebla,Cuetzalan del Progreso,ok,NA
191-Mérida-Gasa_fina_y_técnica_de_gasa.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/191-Mérida-Gasa_fina_y_técnica_de_gasa.jpg,191-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F95b3d564-ec30-43fb-95e9-f739c6f0164b%2F1000426251-13_39_11.jpg,Mérida,mujer,Telar de cintura,Gasa fina y técnica de gasa,Guerrero,Xochistlahuaca,ok,NA
192-Mérida-Afelpado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/192-Mérida-Afelpado.jpg,192-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F98cf79e9-2a74-4798-9371-e2d4e4d1c681%2F1000119918-13_41_31.jpg,Mérida,hombre,Telar de cintura,Afelpado,Oaxaca,Teotitlán del Valle,ok,NA
005-Tijuana-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/005-Tijuana-Punto_de_Cruz.jpg,005-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604510511/attachments/attB4kSEtEYrsCXvLPoEcKKA/,Tijuana,hombre,Bordado a mano,Punto de Cruz,Yucatán,Abalá,ok,NA
193-Mérida-Bordado_Nahua.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/193-Mérida-Bordado_Nahua.jpg,193-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F37cc7dd0-2651-4759-bab8-348deae7f4f2%2F1000426252-13_49_44.jpg,Mérida,mujer,Bordado a máquina,Bordado Nahua,Tlaxcala,San Pablo del Monte,ok,NA
194-Mérida-Xaam_nïxuy.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/194-Mérida-Xaam_nïxuy.jpg,194-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F6d96b680-dadd-4583-bd56-14144c02cb20%2F1000426330-16_39_55.jpg,Mérida,mujer,Bordado a máquina,Xaam nïxuy,Oaxaca,Santa María Tlahuitoltepec,ok,NA
195-Mérida-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/195-Mérida-Punto_de_Cruz.jpg,195-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ffe143fb3-a8c8-496e-a771-9902d76d894a%2F1000004603-16_43_1.jpg,Mérida,mujer,Bordado a mano,Punto de Cruz,México,Villa de Allende,ok,NA
196-Mérida-Hilván.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/196-Mérida-Hilván.jpg,196-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ffe143fb3-a8c8-496e-a771-9902d76d894a%2F1000004603-16_43_1.jpg,Mérida,mujer,Bordado a mano,Hilván,México,Villa de Allende,ok,NA
197-Mérida-Pepenado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/197-Mérida-Pepenado.jpg,197-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ffe143fb3-a8c8-496e-a771-9902d76d894a%2F1000004603-16_43_1.jpg,Mérida,mujer,Bordado a mano,Pepenado,México,Villa de Allende,ok,NA
198-Mérida-Trencilla.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/198-Mérida-Trencilla.jpg,198-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Ffe143fb3-a8c8-496e-a771-9902d76d894a%2F1000004603-16_43_1.jpg,Mérida,mujer,Tejido a mano,Trencilla,México,Villa de Allende,ok,NA
200-Mérida-Telar_de_cajón.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/200-Mérida-Telar_de_cajón.jpg,200-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F8d5d31b7-c05f-4ec9-abc4-2bd346281eb1%2F1000119955-16_53_17.jpg,Mérida,hombre,Telar de cajón,Telar de cajón,México,Malinalco,ok,NA
201-Mérida-Cadeneta_o_cadenilla.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/201-Mérida-Cadeneta_o_cadenilla.jpg,201-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F1761f81f-91b3-47c8-ad3a-39096f89bbb9%2F1000426340-16_54_12.jpg,Mérida,mujer,Bordado a mano,Cadeneta o cadenilla,Sonora,Hermosillo,ok,NA
202-Mérida-Bordado_de_chaquira.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/202-Mérida-Bordado_de_chaquira.jpg,202-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F7b12090c-e674-40a0-a9ba-73fd36bce1bd%2F1000426344-17_3_37.jpg,Mérida,mujer,Bordado a mano,Bordado de chaquira,Guerrero,Ometepec,ok,NA
203-Mérida-Pinitos.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/203-Mérida-Pinitos.jpg,203-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2Fcd96a412-585f-41d7-a929-c5e076cca7d4%2F1000119956-17_5_59.jpg,Mérida,mujer,Bordado a mano,Pinitos,Oaxaca,Santiago Jamiltepec,ok,NA
204-Mérida-Petatillo.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/204-Mérida-Petatillo.jpg,204-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F6613648f-a513-446a-82e8-b987f0814aa4%2F1000119957-17_16_14.jpg,Mérida,mujer,Telar de cintura,Petatillo,Morelos,Hueyapan,ok,NA
205-Mérida-Discontinuo.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/205-Mérida-Discontinuo.jpg,205-Mérida,https://kc.kobotoolbox.org/media/original?media_file=unescomx%2Fattachments%2F218b423bdd044378b9a7377d784ae06f%2F6ec9a706-3bd1-4269-8674-95affb77a171%2F1000119966-17_40_47.jpg,Mérida,mujer,Telar de cintura,Discontinuo,Oaxaca,San Mateo del Mar,ok,NA
006-Tijuana-Nëxuy.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/006-Tijuana-Nëxuy.jpg,006-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604512535/attachments/att8kzJzZsuxi5HtPX9aRsso/,Tijuana,mujer,Bordado a máquina,Nëxuy,Oaxaca,Santa María Tlahuitoltepec,ok,NA
007-Tijuana-Cadeneta_o_cadenilla.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/007-Tijuana-Cadeneta_o_cadenilla.jpg,007-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604512827/attachments/atty9o4E6URR2KvTh4G6dXq9/,Tijuana,mujer,Bordado a mano,Cadeneta o cadenilla,Oaxaca,San Pedro Jicayán,ok,NA
009-Tijuana-Telar_de_pedal.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/009-Tijuana-Telar_de_pedal.jpg,009-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513214/attachments/attvAJF45SCwfwGJCbe2BcwG/,Tijuana,hombre,Telar de pedal,Telar de pedal,Coahuila de Zaragoza,Saltillo,ok,NA
010-Tijuana-Lomillo.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/010-Tijuana-Lomillo.jpg,010-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513240/attachments/attwCcLPDmDUjfECG98wLgfD/,Tijuana,hombre,Bordado a mano,Lomillo,Oaxaca,Huautla de Jiménez,ok,NA
011-Tijuana-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/011-Tijuana-Punto_de_Cruz.jpg,011-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513428/attachments/attToca9qMi4hzqgBUiL8gMY/,Tijuana,mujer,Bordado a mano,Punto de Cruz,Campeche,Palizada,ok,NA
012-Tijuana-Telar_de_pedal.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/012-Tijuana-Telar_de_pedal.jpg,012-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513502/attachments/attMxsBdsnAa3PRmhp5G6mXP/,Tijuana,hombre,Telar de pedal,Telar de pedal,Jalisco,Chapala,ok,NA
013-Tijuana-Hilván.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/013-Tijuana-Hilván.jpg,013-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513578/attachments/attPJAWHLCZNMNMefDiDG4yE/,Tijuana,mujer,Bordado a mano,Hilván,Puebla,Zacatlán,ok,NA
014-Tijuana-Croché.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/014-Tijuana-Croché.jpg,014-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513578/attachments/attPJAWHLCZNMNMefDiDG4yE/,Tijuana,mujer,Tejido a mano,Croché,Puebla,Zacatlán,ok,NA
015-Tijuana-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/015-Tijuana-Punto_de_Cruz.jpg,015-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513578/attachments/attPJAWHLCZNMNMefDiDG4yE/,Tijuana,mujer,Bordado a mano,Punto de Cruz,Puebla,Zacatlán,ok,NA
016-Tijuana-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/016-Tijuana-Punto_de_Cruz.jpg,016-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513720/attachments/attEiQzNkqycN9xvyNJMwoDN/,Tijuana,mujer,Bordado a mano,Punto de Cruz,Campeche,Palizada,ok,NA
018-Tijuana-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/018-Tijuana-Telar_de_cintura.jpg,018-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513918/attachments/attcbaFKJdWRfsbfswhQjXCe/,Tijuana,mujer,Telar de cintura,Telar de cintura,Chiapas,Venustiano Carranza,ok,NA
019-Tijuana-Labrado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/019-Tijuana-Labrado.jpg,019-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604513967/attachments/attKJD4rJ4CmXDpJ5tSJ64JZ/,Tijuana,mujer,Telar de cintura,Labrado,Oaxaca,San Pedro Jicayán,ok,NA
021-Tijuana-Punto_de_Cruz.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/021-Tijuana-Punto_de_Cruz.jpg,021-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604514187/attachments/attLUPAa9tq9xiTDuDD83N2r/,Tijuana,mujer,Bordado a mano,Punto de Cruz,Campeche,Calkiní,ok,NA
116-Tijuana-Telar_de_cintura.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/116-Tijuana-Telar_de_cintura.jpg,116-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604520824/attachments/atteZVEj46kbYSaiCJ6wmx5i/,Tijuana,mujer,Telar de cintura,Telar de cintura,Chiapas,Aldama,ok,NA
022-Tijuana-Labrado.jpg,C:/Users/ah_corona-amador/Documents/Banorte Bordadoras/Atlas Nacional de Técnicas/Fichas/pics/022-Tijuana-Labrado.jpg,022-Tijuana,https://kf.kobotoolbox.org/api/v2/assets/aUw72KrDA2sRGCi7GuKuXD/data/604514361/attachments/attUqS9Wg8SRjzLQQHoJRT93/,Tijuana,mujer,Tejido a mano,Labrado,Oaxaca,Santo Tomás Jalieza,ok,NA
